顧客ID,取引先名,取引先名（かな）,取引注意フラグ,郵便番号(請求先),都道府県(請求先),住所(請求先),ビル名（請求先）,代表電話,代表Fax,代表E-mail,請求書関連備考,請求書発行方法,請求書希望,会社名(請求書発送先),郵便番号(請求書発送先),住所(請求書発送先),ビル名(請求書発送先),TEL(請求書発送先),FAX(請求書発送先),Web サイト,業種,資本金,従業員数,工事対応エリア,関連会社,備考,※企業コード
8176,株式会社佐藤エネルギー　札幌オフィス,さとうえねるぎー,取引可,060-0807,北海道,札幌市北区北七条西五丁目8-1,,011-792-6187,011-792-6186,,,メール請求書,ishikawa@satoenergy.jp,,,,,,,https://www.sato-energy.jp/,,,,,,,141817
8178,株式会社シロ,しろ,取引可,107-0061,東京都,港区北青山三丁目6-7,青山パラシオタワ-8F,03-6805-0220,03-6805-0624,,,,,,,,,,,https://hello.shiro-shiro.jp/,,,,,,,11819
8179,株式会社若佐組,わかさぐみ,取引可,050-0086,北海道,室蘭市大沢町二丁目21-11,,0143-46-1661,0143-50-6500,,,,,,,,,,,http://wakasa-g.co.jp/html_files/gaiyou.html,,,,,,,101820
8180,有限会社アトム電工,あとむでんこう,取引可,003-0865,北海道,札幌市白石区川下五条三丁目5-8,,011-871-5073,011-871-5822,,,,,,,,,,,https://atom-denko.com/,,,,,,,21821
8181,大幸建設株式会社,だいこうけんせつ,取引可,,,,,072-534-0294,072-534-0295,,,,,,,,,,,,,,,,,,51822
8182,空調機器管理株式会社,くうちょうききかんり,取引可,064-0914,北海道,札幌市中央区南十四条西十五丁目2-2,北海道換気ビル,011-561-0480,011-561-0332,,,,,,,,,,,http://kucho.co.jp/,電気・通信工事,,,,,,121823
8183,株式会社エールリレーション　総合コンタクトセンター,えーるりれーしょん,取引可,065-0024,北海道,札幌市東区北二十四条東十六丁目1-1,第中田ビル3F,011-299-4188,011-299-4187,yale.t.sato@gmail.com,,メール請求書,yale.t.sato@gmail.com,,,,,,,https://yale-r.jp/company.php,,,,,,,81824
8185,株式会社セキカワ工業,せきかわこうぎょう,取引可,063-0826,北海道,札幌市西区発寒六条十二丁目3-7,,011-666-9800,011-666-9679,,,,,,,,,,,http://www.sekikawa-kogyo.co.jp/,,,,,,,121827
8186,【取引禁止】カナデ建設,かなでけんせつ,取引禁止,087-0022,北海道,根室市昭町三丁目66,,090-7052-8030,,,,,,,,,,,,,,,,,,,51828
8187,有限会社樋口建装,ひぐちけんそう,取引可,088-0617,北海道,釧路郡釧路町北都一丁目9-2,,0154-36-5333,0154-36-7614,,,,,,,,,,,,,,,,,,101829
8188,有限会社山陽商産,さんようしょうさん,取引可,500-063,北海道,室蘭市港北町二丁目6-6,,0143-55-8545,0143-55-8282,,,,,,,,,,,,,,,,,,51830
8189,株式会社道新販売センター,どうしんはんばいせんたー,取引可,004-0021,北海道,札幌市厚別区青葉町六丁目1-33,,011-891-8189,011-893-7766,,,,,,,,,,,https://doshinhanbaicenter.com/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/,,,,,,,31831
8190,株式会社有我工業所,ありがこうぎょうしょ,取引可,064-0810,北海道,札幌市中央区南十条西十二丁目2-23,,011-533-2500,011-533-2502,,,メール請求書,a-yamashita@ariga-k.jp,,,,,,,https://ariga-group.com/,管工事（空調設備、給排水設備等）,,,,,,71832
8191,日本工業検査株式会社　本社,にほんこうぎょうけんさ,取引可,210-0001,神奈川県,川崎市川崎区本町一丁目5-16,,044-222-9002,044-366-6077,,,,,,,,,,,https://www.nikkoken.com/,,,,,,,31833
8192,株式会社彩広舎,さいこうしゃ,取引可,084-0904,北海道,釧路市新富士町６丁目２番１５号,,0154-55-1070,0154-55-0171,,,,,,,,,,,https://saikousya.net/,,"1,000万円",,,,,71834
8194,有限会社エンドレスライン,えんどれすらいん,取引可,956-0805,新潟県,新潟市秋葉区中野三丁目10-11,,0250-24-6161,0250-25-2811,,,,,,,,,,,https://www.endlessline.net/,,,,,,,31836
8195,三井金属エンジニアリング株式会社　札幌営業所,みついきんぞくえんじにありんぐ,取引可,060-0031,北海道,札幌市中央区北一条東一丁目4-1,,011-232-8031,,,,,,,,,,,,https://www.mesco.co.jp/about/blanch/,,,,,,,91837
8196,北海道東洋菱機株式会社,ほっかいどうとうようようき,取引可,065-0027,北海道,札幌市東区北二十七条東二丁目2-28,,011-741-8760,,,,,,,,,,,,,,,,,,,111838
8199,【支払い遅れ歴あり】株式会社ワタナベ（札幌市白石区本社）※同一社名有,わたなべ,取引可,003-0012,北海道,札幌市白石区中央２条３丁目１ - ５３三晃ビル,三晃ビル3階,011-598-8884,011-598-8889,,,,,,,,,,,https://tobi-dokou.co.jp/,,"2,000万円",80,,,,111842
8200,堀工業有限会社,ほりこうぎょう,取引可,889-0611,宮崎県,東臼杵郡門川町大字門川尾末732-1,,0982-63-3306,0982-63-3609,,,,,,,,,,,,,,,,,,111843
8201,ヤマキ山下工業株式会社　石狩事業所・機材センター,やまきやましたこうぎょう,取引可,061-3245,北海道,石狩市生振540番地7,,0133-60-2117,0133-64-6437,,,,,,,,,,,,,,,,,,21844
8202,株式会社二助企画　大阪支社,にすけきかく,取引可,558-0003,大阪府,大阪市住吉区長居2丁目6-20-303,,06-6654-8715,050-1001-3417,,,,,,,,,,,,,,,,,,141845
8203,小杉建設株式会社,こすぎけんせつ,取引可,047-0151,北海道,小樽市浅里4丁目109番地,,0134-64-1041,0134-64-1042,,,,,,,,,,,,,,,,,,141846
8204,アスク・サンシンエンジニアリング株式会社　札幌支店,あすくさんしんえんじにありんぐ,取引可,003-0029,北海道,札幌市白石区平和通5丁目北6-27,,011-865-3996,011-865-3344,,,,,,,,,,,http://www.askcorp.co.jp/,,"4億5,000万円",160,,,,取引無し
8205,アスク・サンシンエンジニアリング株式会社　苫小牧営業所,あすくさんしんえんじにありんぐ,取引可,053-0006,北海道,苫小牧市新中野町3-6-5,華紋ビル2階,0144-32-8317,0144-36-3515,,,,,,,,,,,http://www.askcorp.co.jp/,,"4億5,000万円",160,,,,取引無し
8206,北第百通信電気株式会社　旭川営業所,きただいひゃくつうしんでんき,取引可,070-0054,北海道,旭川市4条西7丁目2番2号,4条西ビル1Ｆ,0166-22-0100,0166-22-0130,,,,,,,,,,,https://kdts.co.jp/,電気・通信工事,"2,400万円",,,,,取引無し
8207,北第百通信電気株式会社　函館営業所,きただいひゃくつうしんでんき,取引可,041-0808,北海道,函館市桔梗5丁目22番20号,A102,0138-84-8434,0138-84-8453,,,,,,,,,,,https://kdts.co.jp/,電気・通信工事,"2,400万円",,,,,取引無し
8208,北第百通信電気株式会社　千歳営業所,きただいひゃくつうしんでんき,取引可,066-0064,北海道,千歳市錦町4丁目1838,山田ビル,0123-22-1414,0123-24-5191,,,,,,,,,,,https://kdts.co.jp/,電気・通信工事,"2,400万円",,,,,取引無し
8209,北第百通信電気株式会社　釧路営業所,きただいひゃくつうしんでんき,取引可,085-0018,北海道,釧路市黒金町9丁目2番地,NTT黒金ビル,0154-68-4851,0154-68-4844,,,,,,,,,,,https://kdts.co.jp/,電気・通信工事,"2,400万円",,,,,取引無し
8210,日本ニューホランド株式会社　遠軽営業所,にほんにゅーほらんど,取引可,099-0401,北海道,紋別郡遠軽町学田5丁目1番地12,,0158-42-6370,0158-42-2468,,,,,,,,,,,https://www.nh-hft.co.jp,,2億4千万円,,,,,取引無し
8211,日本ニューホランド株式会社　北見営業所,にほんにゅーほらんど,取引可,099-0878,北海道,北見市東相内町624,,0157-36-5362,0157-36-4530,,,,,,,,,,,https://www.nh-hft.co.jp,,2億4千万円,,,,,取引無し
8212,日本ニューホランド株式会社　美幌営業所,にほんにゅーほらんど,取引可,092-0027,北海道,網走郡美幌町字稲美220番16,,0152-73-5275,0152-73-5278,,,,,,,,,,,https://www.nh-hft.co.jp,,2億4千万円,,,,,取引無し
8213,日本ニューホランド株式会社　中標津営業所,にほんにゅーほらんど,取引可,086-1001,北海道,標津郡中標津町東1条南9丁目1-1,,0153-72-2118,0153-72-3453,,,,,,,,,,,https://www.nh-hft.co.jp,,2億4千万円,,,,,取引無し
8217,株式会社斉藤工業,さいとうこうぎょう,取引可,065-0043,北海道,札幌市東区苗穂町4-1-25,,011-711-1373,011-788-7833,info@saitou-kogyo.co.jp,,メール請求書,ohtani@saitou-kogyo.co.jp,,,,,,,https://www.saitou-kogyo.co.jp/,,"2,000万円",13,北海道内全域,,,10020
8218,株式会社北未来技研,きたみらいぎけん,取引可,060-0004,北海道,札幌市中央区北4条西16丁目1-1,テルウェル札幌第1ビル7階,011-676-7381,011-676-7382,,,,,,,,,,,http://kitamiraigiken.jp/,,,,,,,121538
8219,合同会社イシダ建創,いしだそうけん,取引可,084-0924,北海道,釧路市鶴野58-3430,,0154-64-9111,0154-64-9144,ishida.kensou.946@gmail.com,,,,,,,,,,https://ishida-kensou.com/,,,,,,,141612
8220,株式会社ヴォークス　旭川営業所,ヴぉ―くす,,070-0061,北海道,旭川市曙1条7丁目2-20,,0166-76-4205,0166-76-4208,,,,,,,,,,,https://voqus.co.jp/,,"1,000万円",,,,,取引無し
8221,宮島沼水鳥・湿地センター,みやじまぬま　しっちせんたー,,072-8660,北海道,美唄市西3条南1丁目1番1号,,0126-66-5066,0126-66-5067,mwwc3@dune.ocn.ne.jp,,,,,,,,,,https://www.city.bibai.hokkaido.jp/site/miyajimanuma/list43.html,その他,,,,,,60797
8222,株式会社坂本内装,いのうえ　しんや,,006-0836,北海道,札幌市手稲区曙６条3丁目6-22,,,011-838-1432,,,,,,,,,,,,,,,,,,10916
8223,株式会社ソラチ･クォーツ,そらちくぉーつ,取引可,073-0407,北海道,歌志内市字文珠189番地22,,0125-42-5551,0125-42-5552,,,メール請求書,k.miyuki@sorachiquartz.co.jp,,,,,,,http://www.sorachiquartz.co.jp/,,,,,,,11029
8224,医療法人社団トム　北村歯科,とむきたむらしか,取引可,061-3203,北海道,石狩市花川南3条5丁目19番地,,0133-73-3380,0133-73-3244,,,,,,,,,,,http://www.tom-dental.jp/contact.html,その他,,,,,,71077
8225,道立総合研究機構 網走水産試験場　網走水産試験場,どうりつそうごうけんきゅうきこうあばしりすいさんしけんじょう,取引可,099-3119,北海道,網走市鱒浦１丁目１-１,,0152-43-4591,0152-43-4593,,,,,,,,,,,https://www.hro.or.jp/fisheries/research/abashiri/index.html,,,,,,,51081
8226,株式会社セーヴエナジー,せーヴえなじー,,071-8142,北海道,旭川市春光台2条2丁目2-12,,0166-52-8555,0166-52-8976,,,,,,,,,,,https://www.saveenergy.co.jp/,,,,,,,111322
8227,上山試錐工業株式会社,うえやま しすい こうぎょう,,060-0032,北海道,札幌市中央区北二条東十三丁目1番地の7,,011-241-6516,011-241-0336,,,,,,,,,,,http://www.ueyama-shisui.co.jp/,,,,,,,61348
8228,永建工業株式会社　旭川支店,えいけんこうぎょうあさひかわしてん,取引可,070-0028,北海道,旭川市東8条1丁目5-3,MYKビル3階,0166-27-0787,0166-27-0781,eiken-asahikawa@beach.ocn.ne.jp,,メール請求書,eiken-asahikawa@beach.ocn.ne.jp,,,,,,,https://eikenindustry.com/,,,,,,,111361
8229,株式会社北海道新聞社　北見支社,ホッカイドウシンブンシャ,,090-8655,北海道,北見市幸町1丁目2-17,,0157-24-4504,0157-24-4504,,,,,,,,,,,https://kk.hokkaido-np.co.jp/,その他,"3億4,650万円",1130,,,,71560
8230,ジオテック株式会社,じおてっく,取引可,005-0004,北海道,札幌市南区澄川４条２丁目１０-１７,,011-823-2033,011-823-2330,,,メール請求書,g4@gotec.co.jp,,,,,,,http://gotec.co.jp,,"4,000万円",22,,,,101592
8231,株式会社WIN.WIN,ういんういん,取引可,491-0201,愛知県,一宮市奥町字田畑4-11,,070-2277-9119,0586-55-2014,,,メール請求書,k-kondo@winwin-eco.com,,,,,,,https://winwin-eco.com/,,,,,,,101600
8232,株式会社工藤組,くどうぐみ,取引可,005-0022,北海道,札幌市南区真駒内柏丘11丁目1-78,,011-583-7588,011-583-7220,,,紙請求書,紙請求希望,,,,,,,,,,,,,,21603
8233,株式会社ニッセン産業,ニッセンサンギョウ,,088-0611,北海道,釧路郡釧路町豊美2丁目3-5,,0154-65-1711,03-6368-5462,,,,,,,,,,,https://www.nissensangyou.com,,,,,,,91620
8234,光重設工業株式会社　北海道営業所・資材ヤード,ヒカリジュウセツコウギョウ,,061-3248,北海道,石狩市花川東46-47,,0133-77-8457,0133-77-8458,,,,,,,,,,,https://hikarijk.com/,,500万円,,,,,51625
8235,株式会社シーテック,シーテック,,065-0019,北海道,札幌市東区北19条東13丁目4番6号,,011-768-8484,011-768-8482,,,,,,,,,,,https://www.c-tec.co.jp/,,"1,000万円",,,,,71631
8236,株式会社高創テクノロジー,こうそうてくのろじー,取引可,311-4152,茨城県,水戸市河和田１丁目１８２１-２,,029-306-7209,029-306-9302,,,,,,,,,,,https://koso2015.com/,,"1,000万円",47,,,,51634
8237,BETA株式会社,ベータ,,101-0044,東京都,千代田区鍛冶町2-7-15,AD神田駅東口ビル2F,0120-111-703,,,,,,,,,,,,https://b-inc.co.jp,その他,"4,200万円",102,,,,71653
8238,y'zサービス,わいずさーびす,取引可,006-0013,北海道,札幌市手稲区富丘三条六丁目1-30,オリンピアラック102,080-9681-4019,,,,,,,,,,,,,,,,,,,151777
8239,株式会社TAKAO　石材部　札幌支店,たかおせきざいさっぽろしてん,取引可,060-0032,北海道,札幌市西区二十四軒二条六丁目1-24,,011-210-3410,011-210-3211,,,,,,,,,,,https://www.takao.co.jp/,,,,,,,11787
8240,ミサワ環境技術株式会社　福島営業所,みさわかんきょうぎじゅつ　ふくしまえいぎょうしょ,,965-0866,福島県,会津若松市新横町1-37,,0242-23-8812,0242-23-8813,,,,,,,,,,,https://www.ecomisawa.com/,,,,,,,151803
8241,住化農業資材株式会社　北海道営業所,スミカノウギョウシザイ,,067-0022,北海道,江別市江別太698,,011-382-0737,011-382-7022,,,,,,,,,,,https://www.sumika-agrotech.com,,"2億8,400万円",430,,,,71806
8242,東急建設株式会社　札幌支店,とうきゅうけんせつ　さっぽろしてん,,060-0003,北海道,札幌市中央区北三条西一丁目1-1,,011-222-1375,011-232-0296,,,,,,,,,,,https://www.tokyu-cnst.co.jp/,,,,,,,41825
8243,海上保安庁　第一管区海上保安本部,かいじょうほあんちょう　だいいちかんくかいじょうほあんほんぶ,,,,,,0134-32-9118,0134-27-6188,,,,,,,,,,,https://www.kaiho.mlit.go.jp/01kanku/syoukai/kanku-intro-jimusyo-list.html,,,,,,,91840
8244,株式会社山田組,やまだぐみ,取引可,060-0042,北海道,札幌市中央区大通西１４丁目１番地,山田ビル,011-261-3521,011-281-4390,,,,,,,,,,,https://www.yamada-gumi.co.jp/,,1億円,60,,,主要受注先 ：北海道開発局、北海道、札幌市、独立行政法人鉄道建設・運輸施設整備支援機構（JRTT）（鉄道・運輸機構）、東日本高速道路株式会社（NEXCO東日本）,
8245,岩倉建設株式会社,いわくらけんせつ,取引可,060-0061,北海道,札幌市中央区南１条西７丁目 - １６ - ２,岩倉ビル,011-281-6000,011-281-2525,,,,,,,,,,,https://www.iwakura-kensetsu.jp/,,2億8千万円,270,札幌、釧路、室蘭など,,,
8247,あすなろ道路株式会社,あすなろどうろ,取引可,060-0051,北海道,札幌市中央区南１条東１丁目 - ２ - １,太平洋興発ビル6階,011-221-8966,011-221-8984,,,,,,,,,,,https://asunaro-douro.jp/,,,,,,,
8248,内外エンジニアリング北海道株式会社,ないがいえんじにありんぐ,取引可,060-0051,北海道,札幌市中央区南１条東１丁目 - ３,パークイースト札幌,011-271-8511,011-271-7585,,,,,,,,,,,https://www.naigai-eng.co.jp/hokkaido/,,"3,500万円",31,,,主要発注機関：北海道・各振興局 北海道開発局 道内各市町村 土地改良区　等,
8249,株式会社アイネス,あいねす,取引可,,,,,011-222-4455,011-222-4852,,,,,,,,,,,https://www.inesnet.co.jp/conts/,,"2,500万円",50,北海道内、宮城県,,主な取引先；北海道開発局・北海道建設部・札幌市・道内市町村・ 宮城県・石巻市・気仙沼市,
8250,有限会社ブロス,ぶろす,取引可,242-0024,神奈川県,大和市福田１丁目４ - ９,,046-205-0091,,,,,,,,,,,,,電気・通信工事,,,,,,
8251,北日本港湾コンサルタント株式会社,きたにほんこうわんこんさるたんと,取引可,060-0052,北海道,札幌市中央区南２条東２丁目 - ８ - １,,011-281-9111,011-251-8600,,,,,,,,,,,https://njpc202101.co.jp/,,"2,000万円",62,,,,
8252,スミセキ・コンテック株式会社,すみせきこんてっく,取引可,060-0002,北海道,札幌市中央区北２条西１３丁目１番地３７,,011‐271-3341,011‐261-3724,,,,,,,,,,,https://www.sumiseki-contech.com/,,1億円,145,,,,
8253,北海道土木設計株式会社,ほっかいどうどぼくせっけい,取引可,060-0002,北海道,札幌市中央区北２条西１丁目 - １,マルイト札幌ビル8F,011-231-6321,011-231-5223,,,,,,,,,,,https://www.do-doboku.co.jp/,,"1,550万円（授権資本4億円）",70,,,,
8254,日本高圧コンクリート株式会社,にほんこうあつこんくりーと,取引可,060-0003,北海道,札幌市中央区北３条西３丁目１ - ５４,札幌北三条ビル,011-241-7105,011-231-3885,,,,,,,,,,,https://www.nihonkoatsu.co.jp/,,1億円,311,,,,
8255,菱中建設株式会社,ひしなかけんせつ,取引可,060-0003,北海道,札幌市中央区北３条西３丁目 - １ - ６,札幌小暮ビル,011-222-2171,011-222-4114,,,,,,,,,,,https://www.hisinaka.jp/,,1億円,,,,,
8256,和工建設株式会社,わこうけんせつ,取引可,065-0013,北海道,札幌市東区北１３条東１２丁目１ - ３,,011-711-0711,011-751-1113,,,,,,,,,,,https://www.wako1964.com/,,"2,000万円",13,,,,
8257,ハラダ工業株式会社,はらだこうぎょう,取引可,077-0007,北海道,留萌市栄町２丁目７ - ３１,,0164-42-2525,0164-42-0550,,,,,,,,,,,http://haradakk.co.jp/,,"50,000,000円",,留萌管内、道央（札幌）地区,,,
